generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,left,right,kl_diversity,cosine_actions
0,-0.61,0.20696467,0.034778092,-0.13804111,0.0,1.1316961,4.9999937e-05,0.0,0.0,0.0,0.0
5,-0.5099999999999999,0.14729127,0.026719965,-0.13772851,0.0,1.0185649,4.9999624e-05,0.0,0.0,0.0,0.0
10,-0.419090909090909,0.104724094,0.00309331,-0.13840015,0.0,0.7535648,4.999931e-05,0.0,0.09090909090909091,0.0,0.0
15,-0.36624999999999996,0.11089491,0.02152439,-0.13653643,0.0,1.0498701,4.9999e-05,0.0625,0.125,0.0,0.0
20,-0.3576190476190476,0.12623808,0.014548942,-0.13791986,0.0,0.88239765,4.9998685e-05,0.09523809523809523,0.14285714285714285,0.0,0.0
25,-0.3330769230769231,0.20944399,0.020376809,-0.13770932,0.0,0.8514066,4.9998373e-05,0.07692307692307693,0.15384615384615385,0.0,0.0
30,-0.34548387096774197,0.23292619,0.024091931,-0.13767104,0.0,1.3358692,4.999806e-05,0.06451612903225806,0.12903225806451613,0.0,0.0
35,-0.34888888888888897,0.152897,0.016032767,-0.13839136,0.0,0.8342704,4.9997747e-05,0.05555555555555555,0.1111111111111111,0.0,0.0
40,-0.3319512195121952,0.08991486,0.028221544,-0.13852441,0.0,1.1160638,4.9997434e-05,0.07317073170731707,0.12195121951219512,0.0,0.0
45,-0.34043478260869575,0.15804213,0.0022868435,-0.1350817,0.0,0.80778587,4.999712e-05,0.08695652173913043,0.10869565217391304,0.0,0.0
50,-0.33600000000000013,0.03297004,0.010954969,-0.13723621,0.0,0.8264288,4.999681e-05,0.1,0.1,0.0,0.0
55,-0.29580000000000006,-0.010089576,0.08588448,-0.1361415,0.0,0.99911237,4.9996495e-05,0.12,0.1,0.0,0.0
60,-0.27959999999999996,0.17817557,0.04646255,-0.1376795,0.0,1.4041765,4.9996182e-05,0.12,0.1,0.0,0.0
65,-0.31360000000000005,0.13955896,0.009902343,-0.1315994,0.0,0.8484701,4.999587e-05,0.1,0.08,0.0,0.0
70,-0.27740000000000004,-0.049855843,0.0016621749,-0.13191067,0.0,0.56998515,4.9995557e-05,0.1,0.08,0.0,0.0
75,-0.2674000000000001,0.16905859,0.01685584,-0.13309284,0.0,0.8439225,4.9995244e-05,0.1,0.1,0.0,0.0
80,-0.2474,0.08640816,0.0065368554,-0.13752636,0.0,0.73611456,4.999493e-05,0.12,0.1,0.0,0.0
85,-0.22340000000000007,0.14079435,0.041735545,-0.13559847,0.0,0.9084827,4.9994618e-05,0.16,0.12,0.0,0.0
90,-0.19520000000000004,0.18574691,0.010333195,-0.13643937,0.0,0.83211255,4.9994305e-05,0.14,0.12,0.0,0.0
95,-0.145,0.0920174,0.0017235408,-0.13656071,0.0,0.73724425,4.999399e-05,0.12,0.14,0.0,0.0
100,-0.11899999999999998,0.04881324,0.02566539,-0.1161046,0.0,0.66472954,4.9993676e-05,0.14,0.16,0.0,0.0
105,-0.11919999999999999,0.1076038,0.005684958,-0.13696735,0.0,0.7888732,4.9993363e-05,0.12,0.2,0.0,0.0
110,-0.13739999999999997,0.12632832,0.0142447315,-0.11491648,0.0,0.64513767,4.999305e-05,0.12,0.2,0.0,0.0
115,-0.04299999999999999,0.15539628,0.019319337,-0.13816114,0.0,0.82522666,4.9992737e-05,0.16,0.24,0.0,0.0
120,-0.04099999999999997,0.14483538,0.009009765,-0.11345933,0.0,0.6853082,4.9992424e-05,0.16,0.26,0.0,0.0
125,0.0316,0.05800297,0.0019182451,-0.07012756,0.0,0.41102383,4.999211e-05,0.16,0.28,0.0,0.0
130,0.1324,-0.83785814,0.2949292,-0.07071122,0.0,-2.5040367,4.99918e-05,0.18,0.34,0.0,0.0
135,0.22519999999999998,-0.37523258,0.31716266,-0.12950927,0.0,-1.3150903,4.9991486e-05,0.16,0.38,0.0,0.0
140,0.23720000000000002,0.12575814,0.078260876,-0.09302016,0.0,1.026613,4.9991173e-05,0.22,0.38,0.0,0.0
145,0.2876000000000001,0.11112324,0.025549885,-0.100162864,0.0,0.80104995,4.999086e-05,0.3,0.38,0.0,0.0
150,0.35620000000000007,-0.61506534,0.16190037,-0.095120184,0.0,-2.591256,4.9990547e-05,0.3,0.38,0.0,0.0
155,0.4046,0.47389013,0.20676535,-0.06700744,0.0,1.7969542,4.9990234e-05,0.34,0.34,0.0,0.0
160,0.49719999999999975,-0.7640253,0.18106231,-0.06913116,0.0,-2.4552617,4.998992e-05,0.38,0.34,0.0,0.0
165,0.5213999999999998,0.017122082,0.037484385,-0.0063365176,0.0,0.32944423,4.998961e-05,0.4,0.3,0.0,0.0
170,0.5151999999999997,0.043595448,0.14610891,-0.027021034,0.0,1.0386117,4.9989296e-05,0.42,0.26,0.0,0.0
175,0.4545999999999995,0.055970024,0.016510908,-0.004820579,0.0,0.2544407,4.9988983e-05,0.42,0.2,0.0,0.0
180,0.3737999999999995,0.062153228,0.03332457,-0.05327315,0.0,0.49100003,4.998867e-05,0.38,0.14,0.0,0.0
185,0.3132000000000001,0.03726531,0.026406182,-0.056814563,0.0,0.46917054,4.9988357e-05,0.38,0.08,0.0,0.0
190,0.29300000000000015,0.13460922,0.027277231,-0.0034192689,0.0,0.31600294,4.9988044e-05,0.4,0.06,0.0,0.0
195,0.23240000000000016,0.009641923,0.006797998,-0.0023445159,0.0,0.077352956,4.998773e-05,0.32,0.04,0.0,0.0
200,0.19200000000000017,0.0036758673,0.017960228,-0.0014884224,0.0,0.21820374,4.9987422e-05,0.3,0.02,0.0,0.0
205,0.15160000000000018,0.010137997,0.0021898705,-0.00023942835,0.0,0.097813286,4.998711e-05,0.26,0.02,0.0,0.0
210,0.09100000000000019,0.05090492,0.02520059,-0.012928799,0.0,0.29625225,4.9986797e-05,0.22,0.0,0.0,0.0
215,0.030399999999999993,0.053773683,0.009815755,-0.019470558,0.0,0.19880213,4.9986484e-05,0.16,0.0,0.0,0.0
220,0.030399999999999996,0.010206908,0.010307435,-3.5175664e-05,0.0,0.14015849,4.998617e-05,0.12,0.0,0.0,0.0
225,0.030399999999999993,0.01241868,0.006328012,-0.0019541883,0.0,0.104661226,4.9985858e-05,0.12,0.0,0.0,0.0
230,0.030399999999999993,0.017586192,0.02828858,-8.6868225e-05,0.0,0.20973453,4.9985545e-05,0.12,0.0,0.0,0.0
235,0.010199999999999994,0.03236313,0.0037516651,-0.023022007,0.0,0.178717,4.9985232e-05,0.1,0.0,0.0,0.0
240,0.010199999999999992,0.026948337,0.0077302963,-7.000095e-10,0.0,0.1030557,4.998492e-05,0.02,0.0,0.0,0.0
245,0.010199999999999992,-0.00435381,0.0029563885,-0.0014097623,0.0,0.04793562,4.9984606e-05,0.02,0.0,0.0,0.0
250,-0.010000000000000004,0.021053946,0.00077337184,-0.001803404,0.0,0.062484793,4.9984294e-05,0.0,0.0,0.0,0.0
255,-0.010000000000000004,0.011512467,0.02113717,-0.0005980551,0.0,0.19796246,4.998398e-05,0.02,0.0,0.0,0.0
